config,model,quant,backend,status,is_integrated,measurement_mode,latency,power_energy,memory,bandwidth_analysis,sanity,timestamp,hw_log_file
vulkan_Q8_0,SmolVLM-500M-Instruct,Q8_0,llamacpp,ok,False,gpu_plus_cpu_separate,"{'ttft_ms_mean': 40.42375, 'ttft_ms_p50': 40.4105, 'ttft_ms_p95': 40.962399999999995, 'tpot_ms_mean': 6.565364843750001, 'tpot_ms_p50': 6.5550859374999995, 'tpot_ms_p95': 6.644465625}","{'avg_total_adjusted_w': 60.50999310817601, 'avg_idle_w': 1.95, 'energy_per_inference_j': 54.97732659511139, 'tokens_per_joule_p50': 2.328232526522703, 'raw_energy_j': 549.7732659511139, 'measurement_mode': 'gpu_plus_cpu_separate', 'avg_gpu_w': 31.0746929992272, 'avg_cpu_w': 31.387975219902316, 'raw_gpu_energy_j': 273.5079359511139, 'raw_cpu_energy_j': 276.26533}","{'peak_mem_allocated_gb': 0.14, 'peak_mem_reserved_gb': 0.14, 'cpu_rss_mb': 142.79}",{},"{'warmup_duration_s': 8.9, 'latency': {'total_s': 17.7, 'per_iter_median_s': 0.88, 'per_iter_p95_s': 0.89, 'iter_outliers': []}}",2026-05-29T06:31:39.562128,/home/bokai/capstone/benckmarks/profiling_logs/llamacpp/run_20260529_063053/vulkan_Q8_0_power_hw_20260529_063120.csv
vulkan_f16,SmolVLM-500M-Instruct,f16,llamacpp,ok,False,gpu_plus_cpu_separate,"{'ttft_ms_mean': 42.321349999999995, 'ttft_ms_p50': 42.282, 'ttft_ms_p95': 42.837050000000005, 'tpot_ms_mean': 10.902655078125, 'tpot_ms_p50': 10.83741796875, 'tpot_ms_p95': 11.257624609375}","{'avg_total_adjusted_w': 50.257244849991196, 'avg_idle_w': 1.99, 'energy_per_inference_j': 72.77054791772105, 'tokens_per_joule_p50': 1.7589533631755094, 'raw_energy_j': 727.7054791772105, 'measurement_mode': 'gpu_plus_cpu_separate', 'avg_gpu_w': 25.927722655450186, 'avg_cpu_w': 26.319441677069786, 'raw_gpu_energy_j': 361.1247821772104, 'raw_cpu_energy_j': 366.580697}","{'peak_mem_allocated_gb': 0.14, 'peak_mem_reserved_gb': 0.14, 'cpu_rss_mb': 143.25}",{},"{'warmup_duration_s': 14.5, 'latency': {'total_s': 28.8, 'per_iter_median_s': 1.43, 'per_iter_p95_s': 1.48, 'iter_outliers': []}}",2026-05-29T06:32:47.845680,/home/bokai/capstone/benckmarks/profiling_logs/llamacpp/run_20260529_063053/vulkan_f16_power_hw_20260529_063223.csv
