config,model,quant,backend,status,is_integrated,measurement_mode,latency,power_energy,memory,bandwidth_analysis,sanity,timestamp,hw_log_file
rocm_Q8_0,SmolVLM-500M-Instruct,Q8_0,llamacpp,ok,False,gpu_plus_cpu_separate,"{'ttft_ms_mean': 76.25730000000001, 'ttft_ms_p50': 75.937, 'ttft_ms_p95': 76.43775000000001, 'tpot_ms_mean': 7.679970312500001, 'tpot_ms_p50': 7.6789375, 'tpot_ms_p95': 7.68506796875}","{'avg_total_adjusted_w': 105.19445455810579, 'avg_idle_w': 2.07, 'energy_per_inference_j': 113.99221563967123, 'tokens_per_joule_p50': 1.1228836923795507, 'raw_energy_j': 1139.9221563967124, 'measurement_mode': 'gpu_plus_cpu_separate', 'avg_gpu_w': 53.269394353452114, 'avg_cpu_w': 53.995900202159895, 'raw_gpu_energy_j': 566.1007423967123, 'raw_cpu_energy_j': 573.821414}","{'peak_mem_allocated_gb': 0.87, 'peak_mem_reserved_gb': 0.87, 'cpu_rss_mb': 895.76}",{},"{'warmup_duration_s': 10.7, 'latency': {'total_s': 21.2, 'per_iter_median_s': 1.06, 'per_iter_p95_s': 1.06, 'iter_outliers': []}}",2026-05-29T06:58:51.344241,/home/bokai/capstone/benckmarks/profiling_logs/llamacpp/run_20260529_065757/rocm_Q8_0_power_hw_20260529_065830.csv
rocm_f16,SmolVLM-500M-Instruct,f16,llamacpp,ok,False,gpu_plus_cpu_separate,"{'ttft_ms_mean': 168.81304999999998, 'ttft_ms_p50': 168.80349999999999, 'ttft_ms_p95': 168.99585, 'tpot_ms_mean': 13.443344140624998, 'tpot_ms_p50': 13.44346484375, 'tpot_ms_p95': 13.451034374999999}","{'avg_total_adjusted_w': 98.66308237071073, 'avg_idle_w': 2.06, 'energy_per_inference_j': 191.0786255526068, 'tokens_per_joule_p50': 0.6698813100095263, 'raw_energy_j': 1910.786255526068, 'measurement_mode': 'gpu_plus_cpu_separate', 'avg_gpu_w': 50.14432919226027, 'avg_cpu_w': 50.57799761755889, 'raw_gpu_energy_j': 951.2796025260682, 'raw_cpu_energy_j': 959.506653}","{'peak_mem_allocated_gb': 1.23, 'peak_mem_reserved_gb': 1.23, 'cpu_rss_mb': 1260.91}",{},"{'warmup_duration_s': 18.9, 'latency': {'total_s': 37.8, 'per_iter_median_s': 1.89, 'per_iter_p95_s': 1.89, 'iter_outliers': []}}",2026-05-29T07:00:18.137724,/home/bokai/capstone/benckmarks/profiling_logs/llamacpp/run_20260529_065757/rocm_f16_power_hw_20260529_065949.csv
