timestamp,gpu_power_w
1780037167.0358963,53.25
1780037167.0411916,54.002
1780037167.0465133,54.01
1780037167.0518627,53.255
1780037167.0572934,53.25
1780037167.0626595,53.255
1780037167.0680833,53.254
1780037167.0734677,54.012
1780037167.0789077,54.01
1780037167.0842483,54.007
1780037167.0897756,54.009
1780037167.0950694,54.009
1780037167.10051,54.009
1780037167.1058452,54.007
1780037167.1113052,54.005
1780037167.1166596,54.008
1780037167.1221,54.011
1780037167.1274567,54.007
1780037167.1329157,54.009
1780037167.138225,54.009
1780037167.143501,54.009
1780037167.1490424,54.006
1780037167.1545002,54.007
1780037167.1598446,54.008
1780037167.1651082,54.009
1780037167.1706116,54.007
1780037167.175931,54.006
1780037167.1814525,54.009
1780037167.1869035,54.008
1780037167.192248,54.007
1780037167.1976972,54.007
1780037167.2030554,54.008
1780037167.2085001,54.009
1780037167.2138164,54.007
1780037167.2190814,54.006
1780037167.224687,54.008
1780037167.2301278,54.006
1780037167.2354634,54.008
1780037167.2409139,54.006
1780037167.2462602,54.008
1780037167.2517025,54.008
1780037167.2570584,54.007
1780037167.2625017,54.006
1780037167.2678664,54.008
1780037167.2733119,54.007
1780037167.278657,54.007
1780037167.2841156,54.005
1780037167.2894533,54.005
1780037167.2949045,54.009
1780037167.3002453,54.007
1780037167.3055089,54.006
1780037167.3110647,54.007
1780037167.3165054,54.007
1780037167.321859,54.007
1780037167.327334,54.006
1780037167.332634,54.007
1780037167.3378975,54.008
1780037167.3434467,54.006
1780037167.3488915,54.0
1780037167.3542926,54.008
1780037167.3597345,54.007
1780037167.365045,54.007
1780037167.3704998,54.005
1780037167.375846,54.007
1780037167.3813028,54.008
1780037167.3868506,53.247
1780037167.3930104,53.246
1780037167.3988767,53.251
1780037167.4048839,53.25
1780037167.4107573,53.25
1780037167.4167733,53.25
1780037167.4223087,53.25
1780037167.427871,53.25
1780037167.4336157,53.25
1780037167.4395874,53.25
1780037167.4456499,53.25
1780037167.4516263,53.25
1780037167.45756,53.249
1780037167.463564,53.25
1780037167.4696314,53.25
1780037167.475689,53.25
1780037167.4815521,53.25
1780037167.4871373,53.25
1780037167.492877,53.251
1780037167.498619,53.25
1780037167.504489,53.25
1780037167.5103147,53.25
1780037167.5159273,53.25
1780037167.521527,53.25
1780037167.5272298,53.25
1780037167.5332668,53.251
1780037167.5392392,53.251
1780037167.545284,53.25
1780037167.5512416,53.251
1780037167.5571768,53.251
1780037167.5631144,53.25
1780037167.569202,53.251
1780037167.5752501,53.251
1780037167.581185,53.25
1780037167.5871449,53.251
1780037167.5932264,53.251
1780037167.5992794,53.251
1780037167.605105,53.251
1780037167.611179,53.251
1780037167.6171856,53.251
1780037167.6232452,53.251
1780037167.6292906,53.251
1780037167.6351898,53.251
1780037167.6412466,53.251
1780037167.647256,53.251
1780037167.6531782,53.25
1780037167.6592174,53.251
1780037167.665275,53.251
1780037167.6712208,53.251
1780037167.6771557,53.251
1780037167.6832135,53.251
1780037167.689246,53.251
1780037167.6952455,53.251
1780037167.7012155,53.251
1780037167.707174,53.251
1780037167.7132487,53.251
1780037167.7192128,53.251
1780037167.725292,53.251
1780037167.7312405,53.251
1780037167.7372458,53.251
1780037167.7432442,53.251
1780037167.7492464,53.252
1780037167.7552166,53.251
1780037167.7612312,53.251
1780037167.7672555,53.252
1780037167.773142,53.252
1780037167.779184,53.251
1780037167.7852325,53.251
1780037167.791262,53.251
1780037167.797265,53.252
1780037167.8031998,53.251
1780037167.809258,53.252
1780037167.8152506,53.252
1780037167.8212395,53.252
1780037167.8271728,53.251
1780037167.833187,53.251
1780037167.8392267,53.252
1780037167.8451548,53.251
1780037167.8511453,53.251
1780037167.8572462,53.252
1780037167.863269,53.251
1780037167.8691154,53.252
1780037167.8751726,53.252
1780037167.881258,53.252
1780037167.8872771,53.252
1780037167.8932827,53.252
1780037167.899179,53.252
1780037167.9052515,53.252
1780037167.9111688,53.252
1780037167.9172444,53.251
1780037167.9231672,53.252
1780037167.9287727,53.252
1780037167.9346154,53.252
1780037167.9402432,53.252
1780037167.9459107,53.252
1780037167.9520366,53.252
1780037167.9581158,53.252
1780037167.9640043,53.252
1780037167.9699736,53.252
1780037167.9761183,53.252
1780037167.981987,53.251
1780037167.9881372,53.252
1780037167.994021,53.252
1780037168.00001,53.252
1780037168.0060601,53.252
1780037168.0119505,53.252
1780037168.0180337,53.252
1780037168.0240781,53.252
1780037168.030086,53.252
1780037168.0360098,53.252
1780037168.0419896,53.252
1780037168.0480294,53.252
1780037168.0540411,53.252
1780037168.0599597,53.252
1780037168.0659988,53.252
1780037168.0720358,53.252
1780037168.078016,53.252
1780037168.0840669,53.253
1780037168.0900416,53.252
1780037168.0960622,53.252
1780037168.101853,53.252
1780037168.1079478,53.252
1780037168.113952,53.252
1780037168.120093,53.252
1780037168.1259968,53.252
1780037168.1319394,53.253
1780037168.1380844,53.252
1780037168.143985,53.253
1780037168.1500835,53.253
1780037168.1560647,53.252
1780037168.1620057,53.253
1780037168.1680841,53.253
1780037168.1739967,53.252
1780037168.179995,53.252
1780037168.1860065,53.253
1780037168.1921144,53.252
1780037168.197978,53.253
1780037168.2035522,53.253
1780037168.2091956,53.252
1780037168.2148209,53.253
1780037168.2207909,53.253
1780037168.2268188,53.252
1780037168.2329364,53.253
1780037168.2388759,53.253
1780037168.2447994,53.252
1780037168.250786,53.253
1780037168.2568953,53.253
1780037168.2628639,53.253
1780037168.2687297,53.252
1780037168.2748632,53.253
1780037168.2808156,53.253
1780037168.2869956,53.253
1780037168.29283,53.253
1780037168.2988122,53.253
1780037168.3047867,53.253
1780037168.3107677,53.252
1780037168.316843,53.253
1780037168.322847,53.253
1780037168.328849,53.253
1780037168.3347633,53.253
1780037168.3403084,53.253
1780037168.3459144,53.253
1780037168.3516245,53.253
1780037168.3574953,53.253
1780037168.3636806,53.253
1780037168.3696008,53.253
1780037168.3755746,53.253
1780037168.3814478,53.253
1780037168.3876219,53.253
1780037168.393669,53.253
1780037168.3994777,53.253
1780037168.4051301,53.253
1780037168.4107573,53.253
1780037168.4164598,53.253
1780037168.422483,53.253
1780037168.4284067,53.253
1780037168.4344385,53.253
1780037168.4404614,53.253
1780037168.4464393,53.253
1780037168.4524114,53.253
1780037168.458422,53.253
1780037168.4644616,53.253
1780037168.4704394,53.253
1780037168.4763694,53.253
1780037168.4824073,53.253
1780037168.4884498,53.253
1780037168.4943855,53.253
1780037168.5003214,53.253
1780037168.5059228,53.253
1780037168.511626,53.253
1780037168.5172567,53.253
1780037168.523223,53.253
1780037168.5292745,53.253
1780037168.535229,53.253
1780037168.5412045,53.253
1780037168.5472438,53.254
1780037168.5532405,53.253
1780037168.5592625,53.253
1780037168.565133,53.253
1780037168.5707223,53.253
1780037168.5764194,53.253
1780037168.582073,53.254
1780037168.5879965,53.253
1780037168.5939867,53.253
1780037168.6000443,53.253
1780037168.6060302,53.254
1780037168.6119466,53.254
1780037168.6180398,53.253
1780037168.6240423,53.254
1780037168.629963,53.253
1780037168.6359205,53.254
1780037168.6420233,53.254
1780037168.6481507,53.254
1780037168.6539133,53.253
1780037168.66001,53.253
1780037168.6660025,53.253
1780037168.6720219,53.254
1780037168.6778893,53.254
1780037168.6835682,53.254
1780037168.6892462,53.253
1780037168.6948345,53.253
1780037168.7007396,53.254
1780037168.7063015,53.253
1780037168.7119067,53.254
1780037168.7177181,53.254
1780037168.723549,53.253
1780037168.7291303,53.254
1780037168.7348228,53.254
1780037168.740293,53.253
1780037168.746439,53.254
1780037168.7523966,53.254
1780037168.7584875,53.253
1780037168.7643993,53.254
1780037168.770492,53.254
1780037168.77643,53.254
1780037168.7824667,53.254
1780037168.7884073,53.253
1780037168.7944353,53.254
1780037168.800446,53.254
1780037168.8063974,53.253
1780037168.812373,53.254
1780037168.8184493,53.254
1780037168.8244436,53.253
1780037168.830415,53.254
1780037168.8359694,53.254
1780037168.8416452,53.254
1780037168.8474061,53.254
1780037168.853118,53.254
1780037168.8587754,53.254
1780037168.8643928,53.254
1780037168.869951,53.254
1780037168.8760712,53.254
1780037168.8819761,53.254
1780037168.8881052,53.254
1780037168.8942995,53.254
1780037168.899923,53.254
1780037168.9060206,53.254
1780037168.9121184,53.254
1780037168.9180064,53.254
1780037168.9240065,53.254
1780037168.9300678,53.254
1780037168.9360178,53.254
1780037168.9419978,53.254
1780037168.9480073,53.254
1780037168.9541068,53.254
1780037168.9599493,53.254
1780037168.9659998,53.254
1780037168.9719715,53.254
1780037168.9781003,53.254
1780037168.9840727,53.254
1780037168.9900143,53.254
1780037168.9961088,53.254
1780037169.0019605,53.254
1780037169.0079887,53.254
1780037169.0140169,53.254
1780037169.020107,53.254
1780037169.0258985,53.254
1780037169.0315456,53.254
1780037169.0371175,53.253
1780037169.042881,53.254
1780037169.048844,53.254
1780037169.054766,53.254
1780037169.0609465,53.254
1780037169.0668454,53.254
1780037169.0728357,53.254
1780037169.0789154,53.254
1780037169.0849266,53.254
1780037169.0906963,53.254
1780037169.0963495,53.254
1780037169.101921,53.254
1780037169.1076422,53.254
1780037169.1136897,53.254
1780037169.119604,53.254
1780037169.1257024,53.254
1780037169.1314867,53.254
1780037169.1375742,53.254
1780037169.1435885,53.254
1780037169.149696,53.254
1780037169.155579,53.254
1780037169.1615899,53.254
1780037169.1676311,53.254
1780037169.1736963,53.254
1780037169.179696,53.254
1780037169.1855931,53.254
1780037169.1917078,53.254
1780037169.197542,53.254
1780037169.2035284,53.254
1780037169.2096436,53.254
1780037169.2156563,53.254
1780037169.2215328,53.255
1780037169.227141,53.254
1780037169.2327857,53.254
1780037169.2384982,53.254
1780037169.2444513,53.254
1780037169.2504435,53.254
1780037169.2565432,53.254
1780037169.2623565,53.255
1780037169.2679274,53.254
1780037169.2734072,53.254
1780037169.279281,53.254
1780037169.2852695,53.254
1780037169.2912405,53.254
1780037169.2972386,53.254
1780037169.3032572,53.254
1780037169.309351,53.254
1780037169.3152192,53.254
1780037169.321275,53.254
1780037169.327259,53.254
1780037169.3331907,53.253
1780037169.3392248,53.254
1780037169.3453305,53.254
1780037169.3511062,53.254
1780037169.3572388,53.254
1780037169.3632257,53.254
1780037169.3692858,53.254
1780037169.3752296,53.254
1780037169.3812582,53.254
1780037169.3872845,53.254
1780037169.3931394,53.254
1780037169.3991559,53.254
1780037169.4052353,53.254
1780037169.411329,53.254
1780037169.4171002,53.254
1780037169.42322,53.254
1780037169.4292295,53.254
1780037169.4352436,53.254
1780037169.4411054,53.254
1780037169.447248,53.255
1780037169.453273,53.254
1780037169.4592156,53.254
1780037169.4647174,53.255
1780037169.4700632,53.254
1780037169.4761178,53.255
1780037169.4820154,53.254
1780037169.4880018,53.254
1780037169.4940221,53.254
1780037169.5000234,53.254
1780037169.5059438,53.254
1780037169.5121393,53.254
1780037169.5180357,53.254
1780037169.5240307,53.254
1780037169.5300326,53.255
1780037169.5360205,53.255
1780037169.5421379,53.254
1780037169.5480132,53.254
1780037169.5540047,53.254
1780037169.56001,53.255
1780037169.5659876,53.254
1780037169.5720332,53.255
1780037169.5780556,53.254
1780037169.5840945,53.255
1780037169.5899231,53.255
1780037169.595537,53.255
1780037169.6012416,53.255
1780037169.6068366,53.254
1780037169.6127918,53.254
1780037169.6183934,53.254
1780037169.6240392,53.255
1780037169.6296675,53.255
1780037169.6356173,53.255
1780037169.641649,53.255
1780037169.6477053,53.255
1780037169.6535757,53.255
1780037169.659648,53.254
1780037169.6655803,53.254
1780037169.6717257,53.255
1780037169.6775858,53.254
1780037169.683664,53.255
1780037169.689604,53.255
1780037169.695617,53.255
1780037169.7015429,53.255
1780037169.7076747,53.255
1780037169.7136238,53.254
1780037169.7195807,53.254
1780037169.7256925,53.255
1780037169.7315698,53.254
1780037169.7376435,53.255
1780037169.7436583,53.255
1780037169.74967,53.255
1780037169.755566,53.254
1780037169.7611883,53.254
1780037169.7668736,53.255
1780037169.772622,53.255
1780037169.7783353,53.255
1780037169.784412,53.255
1780037169.7904677,53.254
1780037169.7964065,53.254
1780037169.8024266,53.255
1780037169.8085408,53.255
1780037169.8144715,53.254
1780037169.8203578,53.255
1780037169.826494,53.254
1780037169.832464,53.255
1780037169.8385675,53.255
1780037169.8444133,53.255
1780037169.850469,53.255
1780037169.8563607,53.254
1780037169.8618877,53.255
1780037169.867261,53.255
1780037169.873274,53.255
1780037169.8792212,53.255
1780037169.8852372,53.255
1780037169.891239,53.255
1780037169.8972366,53.254
1780037169.9031374,53.255
1780037169.908785,53.255
1780037169.9145155,53.255
1780037169.920119,53.255
1780037169.925988,53.255
1780037169.9320261,53.255
1780037169.9381504,53.255
1780037169.9442506,53.255
1780037169.9500268,53.255
