config,model,quant,backend,status,is_integrated,measurement_mode,latency,power_energy,memory,bandwidth_analysis,sanity,timestamp,hw_log_file
vulkan_Q8_0,SmolVLM2-500M-Video-Instruct,Q8_0,llamacpp,ok,False,gpu_plus_cpu_separate,"{'ttft_ms_mean': 39.463499999999996, 'ttft_ms_p50': 39.4925, 'ttft_ms_p95': 39.788450000000005, 'tpot_ms_mean': 6.539602734375, 'tpot_ms_p50': 6.5361875000000005, 'tpot_ms_p95': 6.589102734375}","{'avg_total_adjusted_w': 60.73603700912543, 'avg_idle_w': 1.93, 'energy_per_inference_j': 54.85806754525411, 'tokens_per_joule_p50': 2.3332940026443487, 'raw_energy_j': 548.5806754525411, 'measurement_mode': 'gpu_plus_cpu_separate', 'avg_gpu_w': 31.097561538189773, 'avg_cpu_w': 31.571897006984404, 'raw_gpu_energy_j': 272.2142764525411, 'raw_cpu_energy_j': 276.366399}","{'peak_mem_allocated_gb': 0.14, 'peak_mem_reserved_gb': 0.14, 'cpu_rss_mb': 142.8}",{},"{'warmup_duration_s': 8.9, 'latency': {'total_s': 17.6, 'per_iter_median_s': 0.88, 'per_iter_p95_s': 0.88, 'iter_outliers': []}}",2026-05-29T06:28:38.217853,/home/bokai/capstone/benckmarks/profiling_logs/llamacpp/run_20260529_062751/vulkan_Q8_0_power_hw_20260529_062819.csv
vulkan_f16,SmolVLM2-500M-Video-Instruct,f16,llamacpp,ok,False,gpu_plus_cpu_separate,"{'ttft_ms_mean': 41.509600000000006, 'ttft_ms_p50': 41.5505, 'ttft_ms_p95': 41.96775, 'tpot_ms_mean': 10.873734765625, 'tpot_ms_p50': 10.851609374999999, 'tpot_ms_p95': 11.210405859375}","{'avg_total_adjusted_w': 50.68476367648507, 'avg_idle_w': 1.98, 'energy_per_inference_j': 73.26473894445533, 'tokens_per_joule_p50': 1.7470887338729408, 'raw_energy_j': 732.6473894445533, 'measurement_mode': 'gpu_plus_cpu_separate', 'avg_gpu_w': 26.092093653208494, 'avg_cpu_w': 26.571957818845327, 'raw_gpu_energy_j': 362.9858274445533, 'raw_cpu_energy_j': 369.661562}","{'peak_mem_allocated_gb': 0.14, 'peak_mem_reserved_gb': 0.14, 'cpu_rss_mb': 142.78}",{},"{'warmup_duration_s': 14.4, 'latency': {'total_s': 28.7, 'per_iter_median_s': 1.43, 'per_iter_p95_s': 1.48, 'iter_outliers': []}}",2026-05-29T06:29:46.302188,/home/bokai/capstone/benckmarks/profiling_logs/llamacpp/run_20260529_062751/vulkan_f16_power_hw_20260529_062922.csv
